sleep_hours,study_hours,screen_hours,intervention,mood_gain
7.314769451705111,10.425203826325385,10.335661971016279,Evening social check-in,1.1675639937961972
8.719640241739029,8.867527511478055,8.798480404020857,Pomodoro 50/10 study cycles,1.1610446429801369
5.814532442260381,11.286189905096046,8.049858194891925,Evening social check-in,0.6346836698266376
6.6914566819990515,1.2918359151207095,12.604388860744193,Sleep wind-down routine,0.22676913559470907
6.403812508161762,7.7665793996772035,12.87247666931375,Breathing break every 2 hours,0.8291209507102894
4.452677164325289,9.044217904757076,6.708914644615035,Breathing break every 2 hours,0.3095424799032582
5.354519740700919,1.947181613319311,4.698404578744358,10-minute mindful walk,0.9522592317189046
6.877512356091791,10.601044771760257,8.872442920631809,Evening social check-in,1.1373290374585665
6.869087850574101,4.2037418963333195,10.61781092444899,Breathing break every 2 hours,0.15327954046574951
4.7719566989648445,10.134698555006826,2.2021990543383287,Sleep wind-down routine,0.23051329632582623
8.508049050571397,8.282956576632884,7.815233583401943,Pomodoro 50/10 study cycles,0.41958995684483813
6.058999671943878,4.192216702532341,8.676896962572396,10-minute mindful walk,1.1523537069569578
7.315013630804625,8.469884599624455,10.772399425011146,Evening social check-in,1.2142599907902163
4.250996164570479,11.022632915947966,2.9847048026559704,10-minute mindful walk,0.30474423450340404
8.704416186695198,3.1783489537619785,5.512038138333938,10-minute mindful walk,0.4731131557172483
8.262852693051821,1.8450967554367166,4.416301624700258,Breathing break every 2 hours,1.0369951032255338
4.3586952309536535,3.862702943491399,6.926145810017532,Evening social check-in,0.1935030457179455
8.081972028931435,1.346127455236049,6.162169949266322,Breathing break every 2 hours,1.0421170513144822
8.731829418262212,9.817399711303311,9.387707450730948,Evening social check-in,0.367454409180505
5.13542485468751,8.93834042803777,3.827328082110059,Evening social check-in,1.022369646983409
7.900101425444428,10.328706568708649,12.289237297769253,Breathing break every 2 hours,0.7417317888518477
6.4203939406528345,6.107121364876831,7.202474861861355,Sleep wind-down routine,0.8698900248120242
5.0298120038104,3.0833552246489146,3.9857645504592423,10-minute mindful walk,1.0675065826045502
7.96984152240762,10.153843891236207,7.549183642120475,Sleep wind-down routine,0.9831709064786412
4.168599992962602,7.902288549076846,5.321008054121372,Evening social check-in,0.5133702865940488
7.177285125911861,1.899189890179933,8.51717486736904,Evening social check-in,0.4730023964747786
6.507647572984347,6.098745736095749,2.2964835988807377,Breathing break every 2 hours,0.5557960775822056
5.223045484578515,5.854478592165588,5.713233203075108,Sleep wind-down routine,0.523942991498509
8.258278653521051,8.117196664822272,10.628605654849931,Breathing break every 2 hours,0.9793721762014884
6.9639454360530495,3.60446913595349,10.42041488230286,Evening social check-in,1.0597147372964792
7.770181400549415,1.8921068239572678,4.043071833970961,10-minute mindful walk,0.23488587214884957
4.721043675363709,10.128933063651584,5.18126654828513,Pomodoro 50/10 study cycles,0.5838322941372646
7.998246720177994,10.208235355695225,8.859905230090249,Sleep wind-down routine,0.3267213408963957
7.177350732295622,7.501711822524468,3.623317926980355,Pomodoro 50/10 study cycles,0.7534617894681938
8.134730559339694,3.0105508062452464,4.502352973969963,Sleep wind-down routine,0.19505243277120105
8.59854594821793,11.98973740758162,3.567306946195964,Breathing break every 2 hours,1.0211104957615467
7.499772882189109,2.6007337524077103,8.598476113307669,Sleep wind-down routine,0.39058161662870283
5.881649797722556,5.85440818693159,12.165097775578356,Sleep wind-down routine,0.37393820409040557
8.730135105597903,11.676882550855117,7.10799497813571,Evening social check-in,1.2487364618903365
4.928674896422286,8.12908849168399,9.835362411942171,10-minute mindful walk,0.8032600130480965
6.0518563382834625,4.554374169171685,6.32741079116741,Breathing break every 2 hours,1.1296565399771334
7.721351838649205,2.1488590164331467,5.191390990260998,Breathing break every 2 hours,0.21843106631290243
4.978401820618784,11.628647044089867,5.009554715130965,Breathing break every 2 hours,0.37880273392311287
6.360175542602841,11.879435648247744,7.360375181077311,Breathing break every 2 hours,0.5212163788345926
5.7893766206814234,3.0893756682025417,6.645562352720371,Breathing break every 2 hours,0.9432830078482265
8.154866940770765,11.87454637252223,9.740022095979146,Evening social check-in,0.3670595776228567
8.791850593421916,2.26338042745046,3.8202866866050726,Breathing break every 2 hours,0.8783221064727057
4.509628673735388,4.820312066212733,10.054625875188886,10-minute mindful walk,1.0967565014597604
6.283887823418991,5.061493760224739,11.205521104117219,Sleep wind-down routine,0.3763348114165388
8.626864967591406,10.088596581632155,6.8236332574704255,Pomodoro 50/10 study cycles,0.35524250878443464
6.871542485854654,6.706954571306238,8.356654324893782,Breathing break every 2 hours,0.41000695031238865
7.546018354870073,3.7723981650353475,7.778221757504586,Evening social check-in,0.6053965948834835
5.642528432473915,5.884333355181413,8.100889620155915,Pomodoro 50/10 study cycles,0.5983467293696485
4.661550328497484,2.6782085778121574,7.56530677188527,Pomodoro 50/10 study cycles,0.5212238008363016
4.831789532298068,1.0498335661273566,7.507783173368921,Pomodoro 50/10 study cycles,1.042802904527702
8.759729233745908,9.427538121743503,12.687999653433115,Pomodoro 50/10 study cycles,0.4864876609488489
7.746545543018804,7.6304895913892,11.20445054260111,10-minute mindful walk,0.6773782076854995
8.259355274201877,11.327168005323816,2.27706281799718,10-minute mindful walk,0.29534663484340407
4.065685246257227,10.610926949358406,12.165753740229258,Breathing break every 2 hours,0.7907084264636851
7.518788434418771,3.5258626628999727,7.8729485193505555,Pomodoro 50/10 study cycles,0.2599871744103166
6.991235361915926,5.422623725287023,7.1489699188577305,Sleep wind-down routine,0.6851867321351256
4.677217593368195,4.208606142905585,5.41518182950526,10-minute mindful walk,0.2266032841531097
7.94027930418091,4.290228960943496,10.167519215199572,Evening social check-in,1.1873436102260249
7.026159129956089,2.5072961973323213,12.862459558950198,Evening social check-in,1.063425656777704
8.25115323384561,8.844998132549392,7.16697604221822,10-minute mindful walk,0.23102525932934215
5.571253259476341,1.3731308766532093,3.722952444646495,Breathing break every 2 hours,0.40495913851665377
7.8170309587173765,5.303865911645011,10.456482619906007,Breathing break every 2 hours,1.108868191298035
8.69645258502011,2.9410503396263925,8.68166686867458,Sleep wind-down routine,1.194281298142386
4.255450237758383,9.686849578231396,11.769444993206662,Breathing break every 2 hours,0.5621339008158813
5.397067617252862,8.662159680598805,6.171786321289673,Evening social check-in,1.1900029071146332
6.81574197686907,7.0893548731003255,3.7195215502504855,Evening social check-in,1.002378922029691
8.684268023760147,1.1228077030625703,6.046141164579332,Pomodoro 50/10 study cycles,1.1382392193884512
8.596364566151856,4.662960737850193,3.009052964375615,Pomodoro 50/10 study cycles,1.2039568563945335
8.337203074428896,7.0199369657022626,6.538481892784762,Pomodoro 50/10 study cycles,1.2137793086652116
5.203810005193291,4.446531890237908,3.6524823414429033,Pomodoro 50/10 study cycles,0.44857067513645565
7.073146863004063,4.525435688192225,3.051124468380031,Breathing break every 2 hours,0.2731415196746331
8.63362411619891,8.313694239526637,11.977513608065577,10-minute mindful walk,0.48851485037192777
5.44914357270534,4.168052769509273,8.550702300912782,Evening social check-in,0.21739171951058817
5.072596650427113,3.057889957723841,4.675867061742253,Pomodoro 50/10 study cycles,0.7751812310651133
7.6869462642463695,2.0389824307801936,11.134340390847463,10-minute mindful walk,0.4801572246366842
8.056106814947523,4.918143014765132,8.063080040995137,Breathing break every 2 hours,0.3981939148090736
4.0436529777981916,3.0253404011466705,10.474943205952073,10-minute mindful walk,0.6558531507416695
8.899994956963475,9.4061970481123,11.485050659104962,10-minute mindful walk,0.570060846490696
5.237225456163836,11.323240065578188,2.249164828859028,10-minute mindful walk,0.9208081443863613
6.3983321502317505,11.35970288959249,7.639673905125033,Evening social check-in,0.38106734916660834
7.984801301809959,10.944381808257422,4.128446979189956,Breathing break every 2 hours,0.23079988904048834
7.02629552294912,10.020407161327267,7.97187807337059,Sleep wind-down routine,0.311326673017078
6.819190062542985,8.270834831646804,2.22682359333258,10-minute mindful walk,0.9687374046800601
5.58380007471508,6.880723146837038,3.713981258133492,Breathing break every 2 hours,0.9298802076028944
4.335368447838832,6.893750290624733,2.762785369180877,Evening social check-in,0.33014339054462016
6.112092602008039,7.534087028586506,11.66302059374341,Breathing break every 2 hours,0.8162411549333497
7.815858608604218,5.800969332824222,10.309233893372122,Breathing break every 2 hours,0.722497081695502
4.095952046558384,9.109682570371408,8.888380816369496,Evening social check-in,0.4286073531379372
5.850913104338811,6.236369315119337,7.609389506658152,10-minute mindful walk,0.8225846827989989
5.787205524450734,1.3490925836126975,11.78107737461306,Breathing break every 2 hours,0.9728474556099604
4.230206207144633,8.086248386682971,11.138571382267687,Sleep wind-down routine,1.1897383143396258
5.589077377355001,5.0326281099219194,12.012988174585685,Breathing break every 2 hours,0.16277393028379403
8.694607042864202,1.9039701521333516,8.617926756576175,Breathing break every 2 hours,0.33883974531367794
4.01470791103144,11.651606654452753,4.821230183153113,Sleep wind-down routine,0.8718734658710213
7.362974076134339,3.9469639497281817,3.929979826509624,Evening social check-in,0.7739431268649958
5.485015374746785,4.4380435786804915,5.117017792037878,Pomodoro 50/10 study cycles,0.9446218412765769
8.98878937181262,4.868736217726945,10.739236040980675,Evening social check-in,0.8601711859722329
7.401196409610949,5.316304790372533,11.71713445849459,Pomodoro 50/10 study cycles,1.1183138357990967
5.436017553604843,1.0919926028441356,4.164380512526387,Pomodoro 50/10 study cycles,0.25818698348883984
7.014533056546608,4.16337585622669,11.23696879105404,10-minute mindful walk,0.21677042320405693
5.508992590713011,3.715362214968768,10.102855588579423,Sleep wind-down routine,0.6112043982384487
5.436819316916436,3.4447661574447714,11.358724375728912,10-minute mindful walk,0.9460204016436307
7.481323369288644,2.996754303177623,4.38180938685254,Pomodoro 50/10 study cycles,0.736758384669557
4.6293319054109485,7.297583436008602,12.660299183122925,Sleep wind-down routine,0.3073546131320074
7.735959678389861,6.524287946258529,4.026147216908599,10-minute mindful walk,0.9021080825490354
8.229814141299865,10.944357247347956,10.058694138472967,Breathing break every 2 hours,0.8456977140164474
4.501835456096239,2.9998821421086177,11.824370727995134,10-minute mindful walk,0.40249869544720573
5.200269971577558,1.771929102545368,12.266300786514961,Evening social check-in,0.751407708313521
8.516286099483068,11.203346495908233,11.78868834582402,Evening social check-in,0.2181556048089353
5.004379372414018,3.7331160169600857,9.549243992373038,Evening social check-in,0.6641070526249092
5.374248636446823,3.5886321549065645,6.154761554967421,Evening social check-in,0.5747908658514087
8.232806173085025,10.084800187247918,5.056139528078199,10-minute mindful walk,1.1632870187336428
6.840232228349093,11.558700308200974,10.833007333557731,Breathing break every 2 hours,0.5513724579268747
6.91471551156423,2.2219421644164,12.064919892980527,10-minute mindful walk,0.5484585470519907
6.189481376161946,3.017093085487228,3.0953368471844307,10-minute mindful walk,0.9321416319701423
4.863384171834937,9.399715232770715,10.370457554086762,Pomodoro 50/10 study cycles,1.0017431629261628
6.23181267873703,5.746610258900841,4.2856069807460875,10-minute mindful walk,0.9247636832254481
4.994538667167204,2.891295333911626,12.307749594233492,10-minute mindful walk,0.1804134530446978
4.19400645424442,7.7103147342584935,5.873524127559202,10-minute mindful walk,0.5870342436619223
8.955533822749352,7.901499711029555,5.229804556548375,Breathing break every 2 hours,0.1912477868579403
4.736610994148709,6.838264652387441,11.573122171064695,Sleep wind-down routine,0.2547499101780588
4.570119239755808,11.048269251885102,3.2400137736957206,Evening social check-in,0.281276857377057
8.76737600516028,7.079786047177739,6.066287918683899,Sleep wind-down routine,0.5780391485716109
7.862304985611843,9.733504302233985,12.980091125121834,Sleep wind-down routine,1.022391817770669
5.7384773480702975,3.73281712899601,10.574565380877106,10-minute mindful walk,0.26064716761565876
8.05220535525902,2.822565684097919,3.323931570419162,Breathing break every 2 hours,0.2046356305863346
7.912326240988495,4.587954580002194,7.7448465515558915,Evening social check-in,0.2625588641324186
7.144237895775472,9.899867087330708,4.7187867033810535,Evening social check-in,0.7139973848551214
4.279045959101579,10.892644720793777,12.981187684356808,10-minute mindful walk,0.5171671629170895
8.404967934917343,1.9249946905318527,8.428052529272401,Pomodoro 50/10 study cycles,0.647236942944684
6.637354097596678,6.0853139529488836,3.6354298781123626,Evening social check-in,0.15400473306424542
6.682918793374155,10.732105888525252,9.260877358391857,Sleep wind-down routine,0.9125073292032989
5.707461849610899,3.4668883363349376,4.9472248547207505,Breathing break every 2 hours,0.8507029851083433
7.472830221246539,8.399660185295092,6.620847413533069,Sleep wind-down routine,0.948876086989367
5.2596046343575145,5.709082514687232,2.9425684955293043,Pomodoro 50/10 study cycles,0.9234808120615169
6.235713886461001,1.2032759240608528,10.887878738598761,Breathing break every 2 hours,0.9158460010135296
4.220922180516356,5.37275137616604,9.823944922449735,10-minute mindful walk,0.23605545303009126
8.066365321684291,8.330347560386524,7.152956263741583,Pomodoro 50/10 study cycles,0.39015967874284124
5.734416510467751,6.617956044380715,12.163998288101354,Evening social check-in,1.000763700576601
6.074369626673024,4.1795442275330235,10.687734948062298,Evening social check-in,0.5398941238819726
6.186984677908763,10.799147291744003,7.922371591574452,Sleep wind-down routine,0.4504370769171743
8.75768413145855,3.126538398605923,2.3149175563065842,10-minute mindful walk,0.31027061360427777
7.457169452155644,8.548834732714637,10.859258776498757,Sleep wind-down routine,0.32800400185329975
4.770446555032082,6.847666119270271,8.273723336906038,10-minute mindful walk,0.3025580674791668
4.39934158662489,5.35806220147515,9.91716628546963,Breathing break every 2 hours,1.030961844219901
4.984956564613693,6.58050946330399,12.85074446100051,10-minute mindful walk,0.3728202945360717
8.37542969403884,8.008822061447892,6.808991611037774,Evening social check-in,0.34010748694839577
6.331022254991115,1.6657414588876511,7.166969012554315,Evening social check-in,1.224259492813432
4.786710254426142,6.599565630823044,6.48329921618935,10-minute mindful walk,1.0440474875771086
5.930083916754557,10.840081436561077,7.8394639999784905,10-minute mindful walk,0.5284265519181583
7.273291397218208,11.21534493448415,3.568179711162963,Sleep wind-down routine,1.0981850136297535
5.790402731291238,5.3768989320435905,7.814694041995656,Breathing break every 2 hours,0.5065036685135476
6.191085202363573,10.200224448414094,12.934217669059976,Pomodoro 50/10 study cycles,0.812156181122107
6.827695373227984,7.590071012971907,3.289514807284003,Breathing break every 2 hours,0.5924980946067607
4.777152127894432,9.432220255281543,10.330127758960009,Breathing break every 2 hours,1.0945415247841954
8.803319680902504,3.169257055007802,8.893869800351634,Evening social check-in,0.3945070771799601
6.411365069429702,6.5554170932007,8.00132298454232,Sleep wind-down routine,1.0560847528970152
8.950636977185562,1.0082797796957008,3.5009859272114627,Pomodoro 50/10 study cycles,1.1684836700852297
7.1533736244101185,1.524086421216573,9.08364522668138,Sleep wind-down routine,0.27671565305887913
5.504353972055988,11.715023368868996,10.910351506131473,Evening social check-in,0.67960666669137
7.419378096510385,7.786870235854587,8.953009416996377,Pomodoro 50/10 study cycles,0.6893034717277089
6.526263269069646,8.244788273715962,11.625923604729884,Evening social check-in,0.350344652018347
6.471536471710415,4.831051012205906,8.353037908325422,Sleep wind-down routine,0.24531738256201271
8.237291720876472,4.724113158081508,10.509213728029517,Sleep wind-down routine,0.5057522384403662
5.310723752270668,1.914319377173991,11.322902245406231,10-minute mindful walk,0.770246555166085
5.902565983405529,2.2035357802123223,9.038658072619857,Evening social check-in,0.7768975882532656
5.744996236548211,2.94278216149244,8.112669687530396,10-minute mindful walk,1.205238976972247
7.118249750674302,6.12931460369533,9.512605473172764,10-minute mindful walk,0.3011171914617957
5.560929950090495,2.2822964983000906,6.880174754299233,Pomodoro 50/10 study cycles,0.4719123449640835
5.316964161508098,5.716081823943885,7.270310730669124,Sleep wind-down routine,0.9603710613933476
8.180627913182139,1.3887411316089577,3.553774669095462,Pomodoro 50/10 study cycles,0.3720482733197848
8.772469690714026,6.212898613727067,10.428597085514935,Pomodoro 50/10 study cycles,0.9220432499473457
8.47835682163198,11.010004088565754,8.893869390052037,Evening social check-in,0.19540148691751036
7.6357581627139055,3.2073585502210245,2.740937162361038,Evening social check-in,0.3661386363160256
5.315986457719006,2.469690559225043,12.221229434330143,Sleep wind-down routine,1.0738820177728592
5.8066314578267475,11.92412306820717,2.307282077143543,10-minute mindful walk,0.6879511109127353
7.201853012845104,8.465955191067264,9.276764817619132,10-minute mindful walk,0.9011957326365693
5.207409300021848,9.263877755974747,3.418256669892785,Pomodoro 50/10 study cycles,0.6719969365734683
4.754951692467277,11.777439075929575,2.014420649217232,10-minute mindful walk,0.7702982525897235
8.333130469091413,11.736233866519227,3.053313556674193,Evening social check-in,0.5203935528440624
7.17292881220176,7.794979047293506,2.6561646609130007,Pomodoro 50/10 study cycles,1.2423238630888587
6.732247383491796,2.5873220647442188,5.03877636146983,10-minute mindful walk,1.0103492472811195
5.329463810082077,8.928027548214022,8.024775621534122,Breathing break every 2 hours,0.635967336168135
8.638200044142703,5.028142477581946,6.964150628174346,Pomodoro 50/10 study cycles,0.48989203124432956
8.196341866405167,2.0153865314687827,8.981141221274939,Pomodoro 50/10 study cycles,0.2289447771055804
6.602733097220702,2.4329374621473416,9.809660261513702,10-minute mindful walk,0.9736792989932792
7.531561120388032,3.818669274333396,10.717715077380037,Sleep wind-down routine,0.5358610432451403
5.882994189849323,2.8245419980790465,7.590811703903751,Breathing break every 2 hours,0.46338654466194307
7.556686701141494,8.897086973358618,6.933200825914594,Sleep wind-down routine,1.1442976389625417
8.849078214321445,2.039442171235754,4.973451500721082,Breathing break every 2 hours,0.39411618171338486
4.079680199164154,5.610542619501333,5.367649145540826,Pomodoro 50/10 study cycles,0.27705572241837473
7.9440645025694385,5.666065059172756,9.453825600707464,Sleep wind-down routine,0.4266286012202769
4.900253460601671,1.3025999409720843,5.213347205496402,Sleep wind-down routine,0.9025062706017047
6.566628937519184,7.906404269292292,5.528173719006055,Sleep wind-down routine,0.1981459527507245
8.332296482770584,1.7720116211539807,5.304464705578717,Pomodoro 50/10 study cycles,0.39426041120384153
4.313235055283948,1.7671045682602071,4.015532714206866,Breathing break every 2 hours,0.4608771231309442
5.464679667720319,9.073491509393666,8.75945079358058,Evening social check-in,1.194118711668549
8.140661096596617,7.9969237495087855,9.60021967695554,10-minute mindful walk,0.7183779272157718
7.819100176008236,8.664370950987426,3.9268616365176445,Pomodoro 50/10 study cycles,0.7710273624989191
4.657017337085879,1.9261597809518618,5.868139285467532,Breathing break every 2 hours,0.83407860463639
6.546448000308267,9.787989651833366,11.168215696537022,10-minute mindful walk,0.9726664101055371
8.989561814797435,11.857992787378073,11.362352694860283,10-minute mindful walk,0.3669646874586946
5.6975537095192506,10.568997037783811,11.417634178609683,Breathing break every 2 hours,0.6789756163818875
8.17899682522857,3.5464755033327475,3.014217438634006,Breathing break every 2 hours,0.8313718304212878
5.1372771480157535,11.17736042024629,2.9825286258022685,Pomodoro 50/10 study cycles,1.0813936491019678
8.738577309360716,7.367183624400982,2.7347468589970854,Sleep wind-down routine,0.9352023685452094
5.504839197661067,3.904035573082464,12.527385961617124,Evening social check-in,0.17696738378884888
6.99747616048476,3.320488935044554,7.440651961530823,10-minute mindful walk,0.25060964286619325
7.678382560877883,6.5247612926255165,2.9516919675865725,Breathing break every 2 hours,0.6397324770756148
5.844531477979308,3.687439759843926,11.493199734641786,Breathing break every 2 hours,1.1062109209924778
6.855801182502649,10.549442201466507,5.57126667652135,Breathing break every 2 hours,0.1672493214978582
4.480719695781101,3.2196896103933295,5.803053105130932,Pomodoro 50/10 study cycles,0.7958220334047508
5.360688168051268,1.9579269802322854,6.4936322369358574,10-minute mindful walk,0.6924021557713413
4.953477351592581,11.81233402134552,11.27599581942598,Pomodoro 50/10 study cycles,0.26938383754446654
6.128654921605879,6.626342439835487,11.016854729624688,Breathing break every 2 hours,0.8976073848266946
7.938076925382548,3.9142199417927097,6.727033088016481,10-minute mindful walk,0.5543522532601148
5.46855329792519,10.138940876767105,10.88636697016151,Sleep wind-down routine,0.28253532235698453
5.917971078620567,11.612158896860393,10.729532825080236,Breathing break every 2 hours,0.3444663286404898
6.324190774643209,4.4049621121352605,11.307509987858488,Pomodoro 50/10 study cycles,0.4618374620221738
7.42068314100651,8.454943031031934,6.3671987065429825,Breathing break every 2 hours,1.1436860911327311
5.513623262956574,4.591126738186101,3.2486428775402927,10-minute mindful walk,0.15933687064407956
4.708845525327594,8.014751839547008,8.711692788701999,Evening social check-in,0.17358957792076335
6.3629726946606535,1.483598739925342,10.884231220039085,Sleep wind-down routine,0.8620693205235602
